Title,Product categories,Content,Sku,Additional Features Filter,Commutation for 3 phase motors,Supply Voltage DC 1,DC Supply Voltage Range,AC Supply Voltage Range,Status,Family,Form Factor,Product Series,Current Continuous (A),Current Peak (A),Network Commutation,Functional Safety,Size,Weight,Control_Command,Primary Feedback,Operating Mode,Motor Type,Drive Intelligence,Auxiliary Feedback,Network Communication,Network Configuration Service Channel,Environment,Separate Logic Supply,Isolation,Primary I/O Logic Level,Rated Power Continuous,Rated Power Peak,AC Supply Voltage,AC Input Phases Note,Built-in Shunt Resistor,Built-in Shunt Regulator,Additional Features,Digital Inputs 5v,Digital Outputs 5v,Digital Inputs 24v,Digital Outputs 24v,General Purpose IO,Aninputs,Anoutputs,Inductance Line to Line,Output Voltage DC,Clamping Voltage,AC Input phases,Rated Dissipation Capability,device_description,DC Supply Voltage (VDC)
DPCANIR-015S400,Servo Drives,<br>The DPCANIR-015S400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIR-015S400,,Sinusoidal,170|295|340,127 - 373,100 - 240,Discontinued,DigiFlex Performance (Discontinued),Panel Mount,,7.5,15,CANopen,,177.5 x 139.7 x 55.9,894,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Resolver|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,1.7,3.4,120|208|240,,1,1,,3,,7,4,,4,1,,,,1,,DescFile-001|,170|295|340
DPCANIR-060A400,Servo Drives,The DPCANIR-060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIR-060A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIR-100A400,Servo Drives,The DPCANIR-100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIR-100A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIR-C060A400,Servo Drives,<br>The DPCANIR-C060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIR-C060A400,,Sinusoidal,295|340,255 - 373,200 - 240,Discontinued,DigiFlex Performance (Discontinued),Panel Mount,,30,60,CANopen,,256.5 x 182.6 x 83.7,2812,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Resolver|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,9.7,13.7,208|240,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340
DPCANIR-C100A400,Servo Drives,<br>The DPCANIR-C100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIR-C100A400,,Sinusoidal,295|340,255 - 373,200 - 240,Discontinued,DigiFlex Performance (Discontinued),Panel Mount,,50,100,CANopen,,256.5 x 182.6 x 135.3,3560,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Resolver|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,16.1,22.8,208|240,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340
DPCANIS-015A400,Servo Drives,<br>The DPCANIS-015A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIS-015A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIS-015S400,Servo Drives,<br>The DPCANIS-015S400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIS-015S400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIS-030A400,Servo Drives,<br>The DPCANIS-030A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIS-030A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIS-030A800,Servo Drives,<br>The DPCANIS-030A800 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIS-030A800,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANIS-060A800,Servo Drives,<br>The DPCANIS-060A800 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANIS-060A800,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANTS-015B200,Servo Drives,<br>The DPCANTS-015B200 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANTS-015B200,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANTS-020B080,Servo Drives,<br>The DPCANTS-020B080 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANTS-020B080,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANTS-025B200,Servo Drives,<br>The DPCANTS-025B200 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANTS-025B200,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANTS-040B080,Servo Drives,<br>The DPCANTS-040B080 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANTS-040B080,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPCANTS-060B080,Servo Drives,<br>The DPCANTS-060B080 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPCANTS-060B080,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-015A400,Servo Drives,<br>The DPQNNIE-015A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-015A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-015B200,Servo Drives,<br>The DPQNNIE-015B200 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-015B200,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-015S400,Servo Drives,<br>The DPQNNIE-015S400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-015S400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-025B200,Servo Drives,<br>The DPQNNIE-025B200 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-025B200,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-030A400,Servo Drives,<br>The DPQNNIE-030A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-030A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-040B080,Servo Drives,<br>The DPQNNIE-040B080 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-040B080,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-060A800,Servo Drives,<br>The DPQNNIE-060A800 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-060A800,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-060B080,Servo Drives,<br>The DPQNNIE-060B080 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-060B080,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-060A400,Servo Drives,<br>The DPQNNIE-060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-060A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIE-100A400,Servo Drives,<br>The DPQNNIE-100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIE-100A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPQNNIR-015A400,Servo Drives,<br>The DPQNNIR-015A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPQNNIR-015A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIA-015A400,Servo Drives,<br>The DPRAHIA-015A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIA-015A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIA-015S400,Servo Drives,<br>The DPRAHIA-015S400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIA-015S400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIA-030A400,Servo Drives,The DPRAHIA-030A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIA-030A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIA-060A400,Servo Drives,<br>The DPRAHIA-060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIA-060A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIA-100A400,Servo Drives,The DPRAHIA-100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIA-100A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIA-C060A400,Servo Drives,The DPRAHIA-C060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIA-C060A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIA-C100A400,Servo Drives,The DPRAHIA-C100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIA-C100A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIR-060A400,Servo Drives,The DPRAHIR-060A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIR-060A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DPRAHIR-100A400,Servo Drives,The DPRAHIR-100A400 is a discontinued product and is not available for purchase. Contact us for replacement options. Support information for this servo drive can be found on the <a href=//www.a-m-c.com/support/reserved-discontinued/>Reserved and Discontinued page</a>,DPRAHIR-100A400,,,,,,Discontinued,DigiFlex Performance (Discontinued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
