Title,Product categories,Content,Sku,Additional Features Filter,Commutation for 3 phase motors,Supply Voltage DC 1,DC Supply Voltage Range,AC Supply Voltage Range,Status,Family,Form Factor,Product Series,Current Continuous (A),Current Peak (A),Network Commutation,Functional Safety,Size,Weight,Control_Command,Primary Feedback,Operating Mode,Motor Type,Drive Intelligence,Auxiliary Feedback,Network Communication,Network Configuration Service Channel,Environment,Separate Logic Supply,Isolation,Primary I/O Logic Level,Rated Power Continuous,Rated Power Peak,AC Supply Voltage,AC Input Phases Note,Built-in Shunt Resistor,Built-in Shunt Regulator,Additional Features,Digital Inputs 5v,Digital Outputs 5v,Digital Inputs 24v,Digital Outputs 24v,General Purpose IO,Aninputs,Anoutputs,Inductance Line to Line,Output Voltage DC,Clamping Voltage,AC Input phases,Rated Dissipation Capability,device_description,DC Supply Voltage (VDC)
FE100-50-RM,Servo Drives,<br>The FE100-50-RM FlexPro® pcb mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive features an RS485/232 interface for network communication and is commissioned via a USB interface.,FE100-50-RM,,Sinusoidal|Trapezoidal,24|36|48|60|72|84,20 - 90,,Reserved,FlexPro,PCB Mount,FER,50,100,RS-485/232,Safe Torque Off (STO),43.2 x 38.1 x 12.4,42.5,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,RS-485/232,USB,Standard,Universal,,5V TTL,4.5,8.9,,,,,,4,3,,,,1,,,,,,,,24|36|48|60|72|84
120A10,Servo Drives,<br>The 120A10 panel mount servo drive is targeted for centralized control and offers high bandwidth and quick response times.,120A10,,,24|36|48|60|72,20 - 80,,Active,Classic,Panel Mount,AN_10V_Brush,60,120,None,,254 x 130.2 x 48.7,1140,±10 V Analog,Tachometer (±60 VDC),Current|IR Compensation|Velocity|Voltage,Single Phase (Brushed),None,,None,,Standard,,Yes,5V TTL,4.6,9.1,,,,,,,,,,,,,,,,,,,24|36|48|60|72
DPPANIU-100B080,Servo Drives,"<br>The DPPANIU-100B080 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This motor controller utilizes POWERLINK, Modbus TCP, or Ethernet communication and is commissioned with DriveWare® via a USB interface.",DPPANIU-100B080,,Sinusoidal|Trapezoidal,24|36|48|60|72,20 - 80,,Discontinued,DigiFlex Performance,Panel Mount,DPP_Uni,60,100,Ethernet POWERLINK|Ethernet|Modbus TCP,Safe Torque Off (STO),190.5 x 111.8 x 67.3,935,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,Ethernet POWERLINK|Ethernet|Modbus TCP,USB,Standard,Universal,,24 VDC,4.6,7.6,,,,,,0,,11,7,,2,0,,,,,,DescFile-003|,24|36|48|60|72
B30A40,Servo Drives,<br>The B30A40 AxCent™ panel mount servo drive is targeted for centralized control and offers high bandwidth and quick response times.,B30A40,,Trapezoidal,60|72|96|170|295|340,60 - 400,,Active,AxCent,Panel Mount,AXCENT_PAN,15,30,None,,203.2 x 142.9 x 40.7,990,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,Yes,5V TTL,5.7,11.4,,,,,,,,,,,,,,,,,,,60|72|96|170|295|340
B30A40AC,Servo Drives,<br>The B30A40AC AxCent™ panel mount servo drive is targeted for centralized control and offers high bandwidth and quick response times.,B30A40AC,,Trapezoidal,60|72|96|170|295|340,60 - 400,45 - 265,Active,AxCent,Panel Mount,AXCENT_PAN,15,30,None,,203.2 x 165.7 x 103.1,2230,±10 V Analog,Halls|Incremental Encoder|Tachometer (±60 VDC),Current|Duty Cycle (Open Loop)|Hall Velocity|Velocity,Three Phase (Brushless)|Single Phase (Brushed),None,,None,,Standard,,Yes,5V TTL,5.7,11.4,120|208|240,1. Can operate on 1? VAC if peak/cont. current ratings are reduced by at least 30%.,1,1,,,,,,,,,,,,3,,,60|72|96|170|295|340
FE060-100-CM,Servo Drives,<br>The FE060-100-CM FlexPro® pcb mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen communication and is commissioned via a USB interface.,FE060-100-CM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Reserved,FlexPro,PCB Mount,FEC,100,200,CANopen,Safe Torque Off (STO),43.2 x 38.1 x 12.4,42.5,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,CANopen,USB,Standard,Universal,,5V TTL,5.4,10.9,,,,,,4,3,,,,1,,,,,,,DescFile-005|,10|12|24|36|48
FM060-100-CM,Servo Drives,"<br>The mini-sized FM060-100-CM FlexPro® drive with IMPACT™ architecture is an all-purpose digital servo drive for centralized or distributed control systems with CANopen communication. Its compact size makes it perfect for any application where space is a limiting factor. This drive is an alternate version of the FE060-100-CM, featuring convenient connectors instead of direct plug-in, so you can easily integrate it into any system.",FM060-100-CM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Active,FlexPro,Machine Embedded,FMC,100,200,CANopen,Safe Torque Off (STO),50.8 x 43.2 x 22.9,87.9,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,Incremental Encoder,CANopen,USB,Standard,Universal,,5V TTL,5.4,10.9,,,,,,4,3,,,,1,,,,,,,DescFile-005|,10|12|24|36|48
FM100-50-CM,Servo Drives,"<br>The mini-sized FM100-50-CM FlexPro® drive with IMPACT™ architecture is an all-purpose digital servo drive for centralized or distributed control systems with CANopen communication. Its compact size makes it perfect for any application where space is a limiting factor. This drive is an alternate version of the FE100-50-CM, featuring convenient connectors instead of direct plug-in, so you can easily integrate it into any system.",FM100-50-CM,,Sinusoidal|Trapezoidal,24|36|48|60|72|84,20 - 90,,Active,FlexPro,Machine Embedded,FMC,50,100,CANopen,Safe Torque Off (STO),50.8 x 43.2 x 22.9,87.9,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Tamagawa|SSI|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,Incremental Encoder,CANopen,USB,Standard,Universal,,5V TTL,4.5,8.9,,,,,,4,3,,,,1,,,,,,,DescFile-005|,24|36|48|60|72|84
FE060-100-EM,Servo Drives,<br>The FE060-100-EM IS PENDING RELEASE. The FE060-100-EM FlexPro® pcb mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned via a USB interface.,FE060-100-EM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Reserved,FlexPro,PCB Mount,FEE,100,200,EtherCAT,Safe Torque Off (STO),43.2 x 38.1 x 17.0,45.4,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Standard,Universal,,5V TTL,5.4,10.9,,,,,,4,3,,,,1,,,,,,,DescFile-004|,10|12|24|36|48
FM060-100-EM,Servo Drives,"<br>The FM060-100-EM IS PENDING RELEASE. The mini-sized FM060-100-EM FlexPro® drive with IMPACT™ architecture is an all-purpose digital servo drive for centralized or distributed control systems with EtherCAT® communication. Its compact size makes it perfect for any application where space is a limiting factor. This drive is an alternate version of the FE060-100-EM, featuring convenient connectors instead of direct plug-in, so you can easily integrate it into any system.",FM060-100-EM,,Sinusoidal|Trapezoidal,10|12|24|36|48,Oct-55,,Reserved,FlexPro,Machine Embedded,FME,100,200,EtherCAT,Safe Torque Off (STO),50.8 x 43.2 x 26.9,90.8,±10 V Analog|Step & Direction (5V)|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Standard,Universal,,5V TTL,5.4,10.9,,,,,,4,3,,,,1,,,,,,,DescFile-004|,10|12|24|36|48
FMP100-50-IPM,Servo Drives,<br>The FMP100-50-IPM FlexPro® panel mount servo drive with IMPACT™ architecture offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes Ethernet/IP communication and is commissioned via a USB interface.,FMP100-50-IPM,,Sinusoidal|Trapezoidal,24|36|48|60|72|84,20 - 90,,Active,FlexPro,Panel Mount,FMPIP,50,100,Ethernet/IP,Safe Torque Off (STO),241.30 x 101.90 x 33.40,794,±10 V Analog|Step & Direction (5V)|Indexing|Jogging|Over the Network|Sequencing,BiSS C-Mode|EnDat® 2.2|Halls|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|Stepper,Motion Engine,,Ethernet/IP,USB,Standard,Universal,,5V TTL,4.5,8.9,,,,,,4,3,,,,1,,,,,,,DescFile-006|,24|36|48|60|72|84
DPRANIE-040A400,Servo Drives,<br>The DPRANIE-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRANIE-040A400,,Sinusoidal|Trapezoidal,170|295|340,127 - 373,100 - 240,Active,DigiFlex Performance,Panel Mount,DPR_Enc,20,40,Modbus RTU|RS-485/232,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,3,,7,4,,4,1,,,,3,,,170|295|340
DPRAHIE-040A400,Servo Drives,<br>The DPRAHIE-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRAHIE-040A400,,Sinusoidal|Trapezoidal,170|295|340,127 - 373,100 - 240,Active,DigiFlex Performance,Panel Mount,DPR_Enc,20,40,Modbus RTU|RS-485/232,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Step & Direction (24V)|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,3,,7,4,,4,,,,,3,,,170|295|340
DPPANIU-040A400,Servo Drives,"<br>The DPPANIU-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This motor controller utilizes POWERLINK, Modbus TCP, or Ethernet communication and is commissioned with DriveWare® via a USB interface.",DPPANIU-040A400,,Sinusoidal|Trapezoidal,170|295|340,127 - 373,100 - 240,Discontinued,DigiFlex Performance,Panel Mount,DPP_Uni,20,40,Ethernet POWERLINK|Ethernet|Modbus TCP,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,Ethernet POWERLINK|Ethernet|Modbus TCP,USB,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-003|,170|295|340
DPEANIU-040A400,Servo Drives,<br>The DPEANIU-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned with DriveWare® via a USB interface.,DPEANIU-040A400,,Sinusoidal|Trapezoidal,170|295|340,127 - 373,100 - 240,Active,DigiFlex Performance,Panel Mount,DPE_Uni,20,40,EtherCAT,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-007|,170|295|340
DPCANIE-040A400,Servo Drives,<br>The DPCANIE-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIE-040A400,,Sinusoidal|Trapezoidal,170|295|340,127 - 373,100 - 240,Active,DigiFlex Performance,Panel Mount,DPC_Enc,20,40,CANopen,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,170|295|340
DPRANIR-040A400,Servo Drives,<br>The DPRANIR-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRANIR-040A400,,Sinusoidal,170|295|340,127 - 373,100 - 240,Active,DigiFlex Performance,Panel Mount,DPR_Res,20,40,Modbus RTU|RS-485/232,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Resolver|Tachometer (±10 VDC),Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,3,,7,4,,4,1,,,,3,,,170|295|340
DPCANIA-040A400,Servo Drives,<br>The DPCANIA-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIA-040A400,,Sinusoidal,170|295|340,127 - 373,100 - 240,Active,DigiFlex Performance,Panel Mount,DPC_Abs,20,40,CANopen,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|EnDat® 2.1|EnDat® 2.2|Hiperface®|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,170|295|340
DPMANIU-040A400,Servo Drives,<br>The DPMANIU-040A400 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive is exclusively designed to operate with an embedded Click&Move® program and is commissioned with DriveWare® via a USB interface.,DPMANIU-040A400,,Sinusoidal|Trapezoidal,170|295|340,127 - 373,100 - 240,Discontinued,DigiFlex Performance,Panel Mount,DPM_Uni,20,40,None,Safe Torque Off (STO),177.50 x 133.53 x 49.20,1720,±10 V Analog|Encoder Following,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Position|Velocity|Current,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Click&Move,Incremental Encoder,None,USB,Standard,24,Yes,24 VDC,6.4,9.1,208|240,,1,1,,0,,11,7,,2,0,,,,3,,,170|295|340
DPMANIU-030A800,Servo Drives,<br>The DPMANIU-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive is exclusively designed to operate with an embedded Click&Move® program and is commissioned with DriveWare® via a USB interface.,DPMANIU-030A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Discontinued,DigiFlex Performance,Panel Mount,DPM_Uni,15,30,None,Safe Torque Off (STO),300.5 x 231.3 x 91.4,5437,±10 V Analog|Encoder Following,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Position|Velocity|Current,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Click&Move,Incremental Encoder,None,USB,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,0,,11,7,,2,0,,,,3,,,295|340|680|747
DPCANIA-030A800,Servo Drives,<br>The DPCANIA-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIA-030A800,,Sinusoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPC_Abs,15,30,CANopen,Safe Torque Off (STO),300.5 x 231.3 x 91.4,5437,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|EnDat® 2.1|EnDat® 2.2|Hiperface®|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340|680|747
DPCANIE-030A800,Servo Drives,<br>The DPCANIE-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes CANopen® communication and is commissioned with DriveWare® via an RS-232 interface.,DPCANIE-030A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPC_Enc,15,30,CANopen,Safe Torque Off (STO),300.5 x 232.1 x 91.8,5437,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,CANopen,RS-232,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,3,,7,4,,4,1,,,,3,,DescFile-001|,295|340|680|747
DPRANIE-030A800,Servo Drives,<br>The DPRANIE-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRANIE-030A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPR_Enc,15,30,Modbus RTU|RS-485/232,Safe Torque Off (STO),300.5 x 231.3 x 91.4,5437,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,3,,7,4,,4,1,,,,3,,,295|340|680|747
DPRANIR-030A800,Servo Drives,<br>The DPRANIR-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRANIR-030A800,,Sinusoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPR_Res,15,30,Modbus RTU|RS-485/232,Safe Torque Off (STO),300.5 x 231.3 x 91.4,5437,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Resolver|Tachometer (±10 VDC),Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,3,,7,4,,4,1,,,,3,,,295|340|680|747
DPEANIU-030A800,Servo Drives,<br>The DPEANIU-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes EtherCAT® communication and is commissioned with DriveWare® via a USB interface.,DPEANIU-030A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPE_Uni,15,30,EtherCAT,Safe Torque Off (STO),300.5 x 231.3 x 91.4,5437,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,EtherCAT,USB,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-007|,295|340|680|747
DPPANIU-030A800,Servo Drives,"<br>The DPPANIU-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This motor controller utilizes POWERLINK, Modbus TCP, or Ethernet communication and is commissioned with DriveWare® via a USB interface.",DPPANIU-030A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Discontinued,DigiFlex Performance,Panel Mount,DPP_Uni,15,30,Ethernet POWERLINK|Ethernet|Modbus TCP,Safe Torque Off (STO),300.5 x 231.3 x 91.4,5437,±10 V Analog|Encoder Following|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|1Vp-p Sine/Cosine Encoder|BiSS C-Mode|EnDat® 2.1|EnDat® 2.2|Halls|Hiperface®|Incremental Encoder|Tachometer (±10 VDC),Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Motion Engine,Incremental Encoder,Ethernet POWERLINK|Ethernet|Modbus TCP,USB,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,0,,11,7,,2,0,,,,3,,DescFile-003|,295|340|680|747
DPRAHIE-030A800,Servo Drives,<br>The DPRAHIE-030A800 DigiFlex® Performance™ panel mount servo drive offers full tuning control of all servo loops and is designed for distributed or centralized servo systems. This servo drive utilizes RS485 or Modbus RTU communication and is commissioned with DriveWare® via an RS-232 interface.,DPRAHIE-030A800,,Sinusoidal|Trapezoidal,295|340|680|747,255 - 747,200 - 480,Active,DigiFlex Performance,Panel Mount,DPR_Enc,15,30,Modbus RTU|RS-485/232,Safe Torque Off (STO),300.5 x 231.3 x 91.4,5437,±10 V Analog|Step & Direction (24V)|Encoder Following|Indexing|Jogging|Over the Network|PWM and Direction|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Current|Hall Velocity|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,Incremental Encoder,Modbus RTU|RS-485/232,RS-232,Standard,24,Yes,24 VDC,6.8,13.7,208|240|480,,1,1,,3,,7,4,,4,,,,,3,,,295|340|680|747
DVC250A060,Servo Drives,<br>The DVC250A060 DigiFlex® Performance™ vehicle mount servo drive offers full tuning control of all servo loops and is designed to operate electric vehicular platforms. This motor driver utilizes CANopen® communication and is commissioned with DriveWare® via a USB interface.,DVC250A060,,Sinusoidal|Trapezoidal,24|36|48,20 - 54,,Active,DigiFlex Performance,Vehicle Mount,DVC,150,250,CANopen,Safe Torque Off (STO),203.2 x 139.7 x 59.7,1638,±10 V Analog|Indexing|Jogging|Over the Network|Sequencing,±10 VDC Position|Halls|Incremental Encoder|Tachometer (±10 VDC),Interpolated Position Mode (PVT)|Profile Modes|Cyclic Synchronous Modes|Current|Position|Velocity,Three Phase (Brushless)|Single Phase (Brushed)|AC Induction|Stepper,Drive Library|Motion Engine,,CANopen,USB,Standard,Universal,,24 VDC,7.7,12.8,,,,,,0,0,4,2,,2,0,,,,,,DescFile-001|,24|36|48
